Gene1,Gene2
DPPA4,LAMA5
DPPA4,RRBP1
DPPA4,NRIP1
DPPA4,EP300
DPPA4,TEAD4
DPPA4,CKAP4
DPPA4,MAML1
DPPA4,COBL
DPPA4,GNAS
DPPA4,FOXO3
DPPA4,ME1
DPPA4,LRRK1
DPPA4,ING1
DPPA4,FOXJ3
DPPA4,ELF2
DPPA4,RELA
DPPA4,HMGXB4
DPPA4,MEF2A
DPPA4,HDGF
DPPA4,E2F6
DPPA4,HDAC4
DPPA4,MYO6
DPPA4,RNF157
DPPA4,NOTCH1
DPPA4,MITF
DPPA4,SND1
DPPA4,TCF12
DPPA4,TOX3
DPPA4,SEC24D
DPPA4,POU4F1
DPPA4,NRF1
DPPA4,SMURF2
DPPA4,STAT5B
DPPA4,SMAD2
DPPA4,TLE1
DPPA4,MAN1A2
DPPA4,FUBP3
DPPA4,PHF2
DPPA4,JMJD1C
DPPA4,SOS2
DPPA4,FHL2
DPPA4,FRMD4A
DPPA4,SMARCA5
DPPA4,RBPJ
DPPA4,SERTAD2
DPPA4,PMM1
DPPA4,SMARCAD1
DPPA4,PURA
DPPA4,GAS6
DPPA4,CSF1
DPPA4,TCF4
DPPA4,TCF7
DPPA4,TGFB1
DPPA4,PLOD2
DPPA4,RB1
DPPA4,PHLDB2
DPPA4,TOP2B
DPPA4,MBD2
DPPA4,CNOT2
DPPA4,CDC42SE2
DPPA4,JDP2
DPPA4,ETV4
DPPA4,ANKRD54
DPPA4,CUX2
DPPA4,ITPK1
DPPA4,EZH2
DPPA4,CNOT6L
DPPA4,HDLBP
DPPA4,PTPN14
DPPA4,EPS8
DPPA4,TEAD3
DPPA4,RYBP
DPPA4,DNMT3A
DPPA4,MLLT1
DPPA4,NR2C1
DPPA4,GRB10
DPPA4,AGAP3
DPPA4,XRCC6
DPPA4,PREB
DPPA4,ZFPM1
DPPA4,RBPMS2
DPPA4,ZMYND11
DPPA4,TIMP2
DPPA4,GLIPR2
DPPA4,KLF13
DPPA4,DNMT1
DPPA4,CALU
DPPA4,TYRO3
DPPA4,ZBTB10
DPPA4,CHD7
DPPA4,P4HA2
DPPA4,MGST3
DPPA4,RAD54B
DPPA4,PIAS1
DPPA4,HDAC5
DPPA4,HDAC7
DPPA4,APP
DPPA4,EED
DPPA4,FOXO1
DPPA4,CNOT8
DPPA4,NCOR1
DPPA4,THRAP3
DPPA4,RFX7
DPPA4,CREB3L2
DPPA4,POU2F1
DPPA4,HIF1A
DPPA4,APBB1
DPPA4,CUX1
DPPA4,PFKP
DPPA4,CTBP1
DPPA4,ELP2
DPPA4,ULK1
DPPA4,GLS
DPPA4,TRIM13
DPPA4,FOXJ2
DPPA4,BRWD1
DPPA4,ATM
DPPA4,ELF1
DPPA4,NFX1
DPPA4,TPM4
DPPA4,SSR3
DPPA4,PDCD4
DPPA4,HSF2
DPPA4,GLIS2
DPPA4,LDLRAP1
DPPA4,MYH9
DPPA4,HIF3A
DPPA4,AKT1
DPPA4,ZMYM2
DPPA4,CTNNBIP1
DPPA4,ZFP236
DPPA4,PATZ1
DPPA4,RBBP4
DPPA4,ETV6
DPPA4,KLF4
DPPA4,KLF3
DPPA4,HIVEP2
DPPA4,SPOCK1
DPPA4,SMAD3
DPPA4,HNRNPK
DPPA4,KEAP1
DPPA4,AMOTL2
DPPA4,TFAP4
DPPA4,RARA
DPPA4,BMI1
DPPA4,MEF2D
EP300,RARA
EP300,ILF3
EP300,POLR2A
EP300,MSH6
EP300,DNMT1
EP300,ATP6V0A1
EP300,BCAT1
EP300,RUNX1
EP300,ZFP335
EP300,POLR2E
EP300,POLR3F
EP300,FUS
EP300,RELA
EP300,MCM4
EP300,APOBEC3
EP300,ODC1
EP300,TADA3
EP300,DIDO1
EP300,EWSR1
EP300,JMJD1C
EP300,ETV6
EP300,EED
EP300,PHF14
EP300,TFRC
EP300,SFI1
EP300,RBPJ
EP300,INTS12
EP300,SATB1
EP300,HIVEP2
EP300,RBM14
EP300,TAF5
EP300,ZFAND3
EP300,SRI
EP300,POLR3B
EP300,ASXL1
EP300,P4HA1
EP300,GLS
EP300,FOXJ3
EP300,CIC
EP300,FOSL2
EP300,ATF7
EP300,PHC1
EP300,ZEB1
EP300,B2M
EP300,PCBP2
EP300,GSR
EP300,EPHA2
EP300,ZFP148
EP300,SRSF1
EP300,NFE2L1
EP300,CNOT8
EP300,P4HB
EP300,POLR2J
EP300,TMED2
EP300,BTAF1
EP300,TMF1
EP300,ANKS1
EP300,ING1
EP300,HNRNPK
EP300,ARL6IP5
EP300,POU2F1
EP300,XRCC6
EP300,EIF4A2
EP300,GNAS
EP300,FUBP3
EP300,AIP
EP300,CITED2
EP300,EP400
EP300,TCF12
EP300,ARID1A
EP300,HSP90AA1
EP300,MEF2A
EP300,HSPA5
EP300,ANKRD6
EP300,XRCC5
EP300,THRAP3
EP300,ZEB2
EP300,ELF1
EP300,STAT4
EP300,CST3
EP300,FDPS
EP300,HDAC5
EP300,XAB2
EP300,TBL1X
EP300,TET2
EP300,PDCD11
EP300,ZFP398
EP300,KPNA2
EP300,PDK1
EP300,PHF12
EP300,SMARCD1
EP300,HMGXB4
EP300,TFE3
EP300,ZBTB10
EP300,PRDM14
EP300,PRDM1
EP300,TCERG1
EP300,KHDRBS1
EP300,GNPDA1
EP300,RASGRP2
EP300,SOCS2
EP300,POU5F1
EP300,KNTC1
EP300,NOTCH2
EP300,KLF9
EP300,BARD1
EP300,CALU
EP300,ATM
EP300,MCM3
EP300,LAMC1
EP300,TCF4
EP300,TIMELESS
EP300,UBP1
EP300,MAML1
EP300,MBD2
EP300,TFAP4
EP300,HMGXB3
EP300,STAT5B
EP300,HDLBP
EP300,DDB1
EP300,SRSF3
EP300,HIF1A
EP300,KDM5B
EP300,CRAMP1L
EP300,RBBP4
EP300,HSPH1
EP300,POLR1B
EP300,PURA
EP300,NANOG
EP300,HTT
EP300,RAD54B
EP300,BRWD1
EP300,SFPQ
EP300,ADAM19
EP300,PHF20
EP300,SND1
EP300,HIST1H2BK
EP300,MCM7
EP300,NFX1
EP300,TFEB
EP300,ETV1
EP300,FBLIM1
EP300,NFXL1
EP300,KLF6
EP300,SRRT
EP300,SERTAD2
EP300,ESPL1
EP300,ANXA5
EP300,FXR2
EP300,RNF14
EP300,DDX58
EP300,MED31
EP300,MKRN1
EP300,SMARCA5
EP300,GTF2I
EP300,RARG
EP300,RAI14
EP300,GTF3C1
EP300,SMAD7
EP300,SMARCA4
EP300,SUZ12
EP300,HDGF
EP300,CDKN1A
EP300,ANKRD54
EP300,TSG101
EP300,TAF6L
EP300,SLC6A6
EP300,AKT1
EP300,TAF6
EP300,RBL1
EP300,COIL
EP300,L3MBTL2
EP300,RAD51
EP300,KAT6B
EP300,MYD88
EP300,CDC42SE2
EP300,VEGFA
EP300,BRCA1
EP300,BCAM
EP300,ATP13A3
EP300,BCL3
EP300,KLF3
EP300,TRP53BP1
EP300,TRPS1
EP300,PREB
EP300,HDAC4
EP300,MGST3
EP300,KLF13
EP300,MAFK
EP300,PMS1
EP300,NOTCH1
EP300,ELF2
EP300,ATF1
EP300,SGK1
EP300,AMOTL2
EP300,SMARCC1
EP300,CTNNBL1
EP300,EZH2
EP300,HSF2
EP300,ASNS
EP300,MLLT1
EP300,RUVBL1
EP300,NCOR1
EP300,FRRS1
EP300,AATF
EP300,TPD52
EP300,LRPAP1
EP300,POLR2B
EP300,TUBB2B
EP300,MYCN
EP300,OPLAH
EP300,RFX7
EP300,ZFP768
EP300,ELP2
EP300,YEATS2
EP300,ASH2L
EP300,ESRRA
EP300,FRMD4A
EP300,FOXO3
EP300,ERF
EP300,POLR1C
EP300,PIAS2
EP300,UHRF1
EP300,PIAS1
EP300,RFX2
EP300,MEIS1
EP300,ZBTB43
EP300,GSTA4
EP300,BNIP3
EP300,KEAP1
EP300,ETS1
EP300,MAML3
EP300,NCOA3
EP300,EPS8
EP300,STXBP2
EP300,PBXIP1
EP300,BRD7
EP300,NR5A2
EP300,MEN1
EP300,PGA5
EP300,DNMT3A
EP300,E2F2
EP300,CALCOCO1
EP300,MAPK8
EP300,JARID2
EP300,TRIM13
EP300,MYH9
EP300,CTBP1
EP300,FOXH1
EP300,GLIPR2
EP300,ETV5
EP300,HMCES
EP300,RBFOX2
EP300,NRF1
EP300,MME
EP300,ZBTB38
EP300,AMPD2
EP300,HIST1H1D
EP300,GABBR1
EP300,TCF7
EP300,ORC2
EP300,TRIM24
EP300,SNAI1
EP300,HIP1
EP300,PARVB
EP300,FOXJ2
EP300,NEDD4
EP300,SMARCAD1
EP300,POLR1E
EP300,IFITM1
EP300,SMURF1
EP300,NAA15
EP300,NUP210
EP300,TRRAP
EP300,ASS1
EP300,LY6G6E
EP300,HSPB1
EP300,ZDHHC15
EP300,CNOT2
EP300,RB1
EP300,TTF2
EP300,WDR45
EP300,ULK1
EP300,UBTF
EP300,IL33
EP300,RBPMS2
EP300,TSPAN9
EP300,ETV4
EP300,ZHX3
EP300,RYBP
EP300,ZFHX3
EP300,KRBA1
EP300,NRIP1
EP300,SMARCB1
EP300,CALD1
EP300,PHLDB2
EP300,SMURF2
EP300,SLCO3A1
EP300,EDA2R
EP300,CCNB1
EP300,ELK1
EP300,CRY1
EP300,SLC5A11
EP300,LAMB2
EP300,DPPA2
EP300,POU6F1
EP300,SIN3B
EP300,NR2C1
EP300,MLXIP
EP300,EZH1
EP300,PLOD1
EP300,ELAVL2
EP300,PATZ1
EP300,ARHGAP29
EP300,ZFP296
EP300,CBX6
EP300,CENPB
EP300,MYO6
EP300,E2F6
EP300,PFKP
EP300,TULP3
EP300,REST
EP300,APBB1
EP300,PLOD2
EP300,ITGA6
EP300,GDPD5
EP300,EFEMP2
EP300,KANK2
EP300,TINAGL1
EP300,CBX7
EP300,AU018091
EP300,SMAD2
EP300,SIN3A
EP300,HIF3A
EP300,MKX
EP300,CRIP2
EP300,PTPN14
EP300,TEAD1
EP300,SALL4
EP300,WWTR1
EP300,CAR2
EP300,2410141K09RIK
EP300,ELF3
EP300,DAB2
EP300,ZBTB39
EP300,ME1
EP300,SHROOM3
EP300,NRG1
EP300,TEAD4
EP300,EGR1
EP300,EYA1
EP300,PDGFRA
EP300,ZBTB7A
EP300,TCF7L2
EP300,P4HA2
EP300,FN1
EP300,VILL
EP300,NFIB
EP300,IGFBP2
EP300,NID1
EP300,APP
EP300,LAMA1
EP300,AIRE
EP300,ALPL
EP300,CKAP4
EP300,GLIS2
EP300,KLF8
EP300,LAMB1
EP300,LOXL2
EP300,TET1
EP300,DMRT1
EP300,GLI2
EP300,RANBP17
EP300,PAX6
EP300,CUX2
EP300,GLDC
EP300,BMP4
EP300,LRP2
EP300,KRT42
EP300,ADAM23
EP300,PRDM5
EP300,CALCOCO2
EP300,TFAP2C
EP300,PTH1R
EP300,PROX1
EP300,TNS4
EP300,TOX3
EP300,HSF2BP
EP400,ZFHX3
EP400,PITX1
EP400,SFI1
EP400,PROX1
EP400,CNOT8
EP400,POLR1B
EP400,TCERG1
EP400,HIVEP2
EP400,PITX2
EP400,POLR3B
EP400,UBE2C
EP400,RASGRP2
EP400,EDA2R
EP400,SATB2
EP400,SFPQ
EP400,GATA6
EP400,BCAT1
EP400,NFE2L1
EP400,ATF7
EP400,SRSF1
EP400,LHX2
EP400,ASNS
EP400,GATA4
EP400,SUZ12
EP400,SMARCC1
EP400,HNRNPK
EP400,ODC1
EP400,LRP2
EP400,INTS12
EP400,ILF3
EP400,EZH2
EP400,XRCC5
EP400,MED31
EP400,PKNOX2
EP400,TSHZ3
EP400,MCM3
EP400,ASXL1
EP400,HSPA5
EP400,EBF1
EP400,KPNA2
EP400,CREB5
EP400,BIN1
EP400,RBL1
EP400,NCOR1
EP400,FUS
EP400,PAX6
EP400,MCM7
EP400,NFX1
EP400,HMGA2
EP400,EWSR1
EP400,POLR2A
EP400,TFAP4
EP400,ARID1A
EP400,NR2F2
EP400,HDLBP
EP400,COIL
EP400,EP300
EP400,GLS
EP400,FOXJ3
EP400,PMS1
EP400,SRSF3
EP400,HIF3A
EP400,KHDRBS1
EP400,TFRC
EP400,NRF1
EP400,SND1
EP400,HCFC1
EP400,XRCC6
EP400,KNTC1
EP400,TFAP2C
EP400,SMARCAD1
EP400,SMARCA5
EP400,ESPL1
EP400,NEDD4
EP400,EED
EP400,ZBTB10
EP400,PDK1
EP400,POU2F1
EP400,ESRRA
EP400,P4HB
EP400,FRRS1
ESRRB,ESRRA
ESRRB,FUBP3
ESRRB,BRWD1
ESRRB,PHC1
ESRRB,TFRC
ESRRB,MKRN1
ESRRB,SGK1
ESRRB,LY6G6E
ESRRB,CALU
ESRRB,IGFBP2
ESRRB,ZFP148
ESRRB,RBM14
ESRRB,NR5A2
ESRRB,PRDM14
ESRRB,CST3
ESRRB,MME
ESRRB,ZFPM1
ESRRB,MSH6
ESRRB,SFI1
ESRRB,PURA
ESRRB,PDK1
ESRRB,BARD1
ESRRB,PARVB
ESRRB,OPLAH
ESRRB,RBPJ
ESRRB,FBLIM1
ESRRB,ASNS
ESRRB,ATF1
ESRRB,SLC6A6
ESRRB,CBX7
ESRRB,GLIS2
ESRRB,NFX1
ESRRB,PBXIP1
ESRRB,DPPA2
ESRRB,RBPMS2
ESRRB,RARA
ESRRB,ZFP768
ESRRB,TTF2
ESRRB,MAPK8
ESRRB,RASGRP2
ESRRB,BCL3
ESRRB,DIDO1
ESRRB,HSPA5
ESRRB,POU5F1
ESRRB,2410141K09RIK
ESRRB,GABBR1
ESRRB,EIF4A2
ESRRB,SMARCA5
ESRRB,HMCES
ESRRB,PDCD11
ESRRB,MEF2C
ESRRB,MEF2D
ESRRB,NANOG
ESRRB,HSPB1
ESRRB,BCAM
ESRRB,TAF6L
ESRRB,CAR2
ESRRB,PMM1
ESRRB,TPD52
ESRRB,ERF
ESRRB,ETV1
ESRRB,ASXL1
ESRRB,SRSF3
ESRRB,KANK2
ESRRB,PIAS2
ESRRB,TMF1
ESRRB,ELAVL2
ESRRB,THRAP3
ESRRB,CENPB
ESRRB,NCOA3
ESRRB,PLOD1
ESRRB,NFE2L1
ESRRB,GNPDA1
ESRRB,BMPER
ESRRB,ETV4
ESRRB,SRI
ESRRB,FRRS1
ESRRB,ASH2L
ESRRB,UBE2C
ESRRB,MGST3
ESRRB,HNRNPK
ESRRB,MTA3
ESRRB,HNF1B
ESRRB,EPAS1
ESRRB,HDAC5
ESRRB,TINAGL1
ESRRB,TSPAN9
ESRRB,STAT5A
ESRRB,PHF14
ESRRB,TRP53BP1
ESRRB,ELF1
ESRRB,TULP3
ESRRB,STAT4
ESRRB,SATB1
ESRRB,RAD51
ESRRB,AMOTL2
ESRRB,HIST1H2BK
ESRRB,GDPD5
ESRRB,MEF2A
ESRRB,FOXP1
ESRRB,E2F2
ESRRB,SLC26A10
ESRRB,MBD2
ESRRB,GLS
ESRRB,SLC5A11
ESRRB,L3MBTL2
ESRRB,ZBTB43
ESRRB,POLR3F
ESRRB,TBL1X
ESRRB,FXR2
ESRRB,TCF7L2
ESRRB,SERTAD2
ESRRB,CITED2
ESRRB,GATA6
ESRRB,TOP2A
ESRRB,CTBP1
ESRRB,DNMT3A
ESRRB,NPAS2
ESRRB,NOTCH1
ESRRB,MITF
ESRRB,EPHA2
ESRRB,HDAC11
ESRRB,SHROOM3
ESRRB,IFITM1
ESRRB,BRCA1
ESRRB,SRRT
ESRRB,ADAM19
ESRRB,ANXA5
ESRRB,SALL4
ESRRB,IL33
ESRRB,ESPL1
ESRRB,KLF15
ESRRB,BMI1
ESRRB,MCM7
ESRRB,TCERG1
ESRRB,APOBEC3
ESRRB,GATA4
ESRRB,JDP2
ESRRB,TIMELESS
ESRRB,FOXJ3
ESRRB,KLF13
ESRRB,KAT6B
ESRRB,CRIP2
ESRRB,BCAT1
ESRRB,FGF10
ESRRB,TFE3
ESRRB,EWSR1
ESRRB,SLCO3A1
ESRRB,NR2F2
ESRRB,SNAI1
ESRRB,TNK2
ESRRB,LAMA1
ESRRB,KLF4
ESRRB,PHF20
ESRRB,RARG
ESRRB,NFIB
ESRRB,MYH9
ESRRB,GSTA4
ESRRB,RBBP4
ESRRB,ANKRD6
ESRRB,ZFP335
ESRRB,XRCC5
ESRRB,ZFP592
ESRRB,CALD1
ESRRB,PHF12
ESRRB,LRPAP1
ESRRB,PAX8
ESRRB,NCOR1
ESRRB,RAD54B
ESRRB,GTF2A1L
ESRRB,GAS6
ESRRB,SMAD7
ESRRB,CNOT8
ESRRB,EPHA4
ESRRB,SMARCB1
ESRRB,FUS
ESRRB,AMPD2
ESRRB,KLF6
ESRRB,ING1
ESRRB,WDR45
ESRRB,WWTR1
ESRRB,TFAP4
ESRRB,TAF5
ESRRB,TCF4
ESRRB,HIVEP2
ESRRB,ITPK1
ESRRB,ZFHX3
ESRRB,SRSF1
ESRRB,LAMB1
ESRRB,TLE1
ESRRB,POLR2E
ESRRB,RANBP17
ESRRB,KLF8
ESRRB,TSG101
ESRRB,FHL2
ESRRB,TFEB
ESRRB,STXBP2
ESRRB,APBB1
EZH2,BMI1
EZH2,BMP6
EZH2,FGFR3
EZH2,ESRRB
EZH2,SFI1
EZH2,GRB10
EZH2,MAML3
EZH2,PTH1R
EZH2,EBF4
EZH2,CREB5
EZH2,NFATC1
EZH2,NPAS2
EZH2,LHX2
EZH2,COL27A1
EZH2,OVOL1
EZH2,FOXP1
EZH2,NFIA
EZH2,CSF1
EZH2,DMRT1
EZH2,PDGFRA
EZH2,PKNOX2
EZH2,GNAS
EZH2,MLXIPL
EZH2,PAX6
EZH2,EBF1
EZH2,TBX18
EZH2,SLCO3A1
EZH2,BMPER
EZH2,HMGA2
EZH2,LRRK1
EZH2,COL4A2
EZH2,COL4A1
EZH2,PODXL
EZH2,BTBD11
EZH2,MSX2
EZH2,ZFPM1
EZH2,TWIST1
EZH2,HNF1B
EZH2,GAS6
EZH2,HOPX
EZH2,ZBTB10
EZH2,SPOCK1
EZH2,GDPD5
EZH2,LRP2
EZH2,SERPINE2
EZH2,P4HA2
EZH2,SATB1
EZH2,APP
EZH2,HIVEP2
EZH2,FHL2
EZH2,NOTUM
EZH2,DTX1
EZH2,ZEB2
EZH2,TIMP2
EZH2,TOX3
EZH2,PRRX2
EZH2,PITX2
EZH2,POU6F1
EZH2,NR2F2
EZH2,PAX8
EZH2,ARHGAP29
EZH2,ZFHX3
EZH2,HS3ST1
EZH2,FRMD4A
EZH2,CUX1
EZH2,PITX1
EZH2,ETS1
EZH2,BIN1
EZH2,SATB2
EZH2,FOSL2
EZH2,JDP2
EZH2,POU4F1
EZH2,NRG1
EZH2,PHLDB2
EZH2,PTPN14
EZH2,TYRO3
EZH2,CEMIP
EZH2,GATA4
EZH2,BARX1
EZH2,GATA3
EZH2,OBSL1
EZH2,EPAS1
EZH2,MAPK11
EZH2,KDELR3
EZH2,TFAP2C
EZH2,SOS2
EZH2,ANKRD6
EZH2,ELF2
EZH2,FOXJ2
EZH2,HSPB1
EZH2,ZEB1
EZH2,MORC4
EZH2,RNF157
EZH2,STAT5B
EZH2,SGK1
EZH2,VEGFA
EZH2,PRDM14
EZH2,CAR2
EZH2,MEIS1
EZH2,GRIN1
EZH2,SMARCA5
EZH2,SMARCA2
EZH2,LAMB1
EZH2,RBPMS2
EZH2,TEAD4
EZH2,RASGRP2
EZH2,FGF10
EZH2,JMJD1C
EZH2,TCF12
EZH2,ME1
EZH2,SMAD3
EZH2,EYA1
EZH2,TGFB1
EZH2,EGR1
EZH2,MYO6
EZH2,ZHX3
EZH2,CLCN5
EZH2,VIM
EZH2,STAT5A
EZH2,MAFK
EZH2,CUX2
EZH2,FOXJ3
EZH2,HDAC7
EZH2,GRHL1
EZH2,TCF7
EZH2,LAMA5
EZH2,HDLBP
EZH2,NOTCH2
EZH2,CRY1
EZH2,GBX2
EZH2,PROX1
EZH2,ARNT2
EZH2,ELAVL2
EZH2,TENM4
EZH2,GLDC
EZH2,NOTCH1
EZH2,KLF4
EZH2,SERTAD2
EZH2,SOCS2
EZH2,TEAD1
EZH2,SCMH1
EZH2,ETV4
EZH2,LOXL2
EZH2,SNAI1
EZH2,TPM4
EZH2,RUNX1
EZH2,MAN1A2
EZH2,TCF7L2
EZH2,CRIP2
EZH2,VEZF1
EZH2,CDKN1A
EZH2,SHROOM3
EZH2,E2F6
EZH2,CHD7
EZH2,FUS
EZH2,CNOT6L
EZH2,RARG
EZH2,FRRS1
EZH2,LAMA1
EZH2,PLOD2
EZH2,TPD52
EZH2,SALL4
EZH2,NFXL1
EZH2,MKX
EZH2,ELP2
EZH2,ZFP398
EZH2,EFEMP2
EZH2,PRDM5
EZH2,PHF2
EZH2,RANBP17
EZH2,GABBR1
EZH2,P4HA1
EZH2,TLE1
EZH2,B2M
EZH2,CDC42SE2
EZH2,DAB2
EZH2,KHDRBS1
EZH2,PRDM1
EZH2,ELF1
EZH2,NRIP1
EZH2,MEF2A
EZH2,CKAP4
EZH2,COTL1
EZH2,EPHA2
EZH2,EPHA4
EZH2,GATA6
EZH2,WWTR1
EZH2,GLIS2
EZH2,TFRC
EZH2,CITED2
EZH2,LDLRAP1
EZH2,APBB1
EZH2,ZFP335
EZH2,RB1
EZH2,DNMT3A
EZH2,BASP1
EZH2,NFIB
EZH2,FOXO1
EZH2,RBFOX2
EZH2,ANKRD54
EZH2,RNF14
EZH2,MEF2C
EZH2,HIST1H2BK
EZH2,KAT6B
EZH2,TEAD3
EZH2,ALPL
EZH2,CTNNBIP1
EZH2,SRI
EZH2,ITGA6
EZH2,TSG101
EZH2,NR2C1
EZH2,EP400
EZH2,RYBP
EZH2,ZFP423
EZH2,SIN3B
EZH2,BCAT1
EZH2,TRIM24
EZH2,E2F2
EZH2,KLF15
EZH2,ETV6
EZH2,RFX2
EZH2,MARC2
EZH2,HIST1H1D
EZH2,GLS
EZH2,HNRNPK
EZH2,CNOT2
EZH2,TOP2B
EZH2,TAF5
EZH2,MEF2D
EZH2,RRBP1
EZH2,HSP90AA1
EZH2,ADAM19
EZH2,IGFBP2
EZH2,KLF9
EZH2,NCOA3
EZH2,JAM2
EZH2,KRBA1
EZH2,INTS12
EZH2,EPS8
EZH2,PURA
EZH2,MED15
EZH2,ZFP592
EZH2,ATF7
EZH2,TFEB
EZH2,LAMC1
EZH2,HMGXB3
EZH2,TRRAP
EZH2,RBL1
EZH2,ODC1
EZH2,EP300
EZH2,HIF1A
EZH2,ETV5
EZH2,ZBTB38
EZH2,HSPA5
EZH2,TSPAN9
EZH2,GLI2
EZH2,TNK2
EZH2,HES1
EZH2,TET1
EZH2,SMURF1
EZH2,POLR2B
EZH2,PMS1
EZH2,GSR
EZH2,TRPS1
EZH2,ZBTB43
EZH2,ANKS1
EZH2,PIAS1
EZH2,HSF2
EZH2,RAI14
EZH2,ZMYM2
EZH2,TSHZ3
EZH2,ZFP148
EZH2,SEC24D
EZH2,PHF12
EZH2,UBE2C
EZH2,MSH6
EZH2,ZFP276
EZH2,KLF3
EZH2,SMAD2
EZH2,SMARCC1
EZH2,MAPK8
EZH2,AATF
EZH2,HTT
EZH2,CNOT3
EZH2,HSPH1
EZH2,ASNS
EZH2,AMOTL2
EZH2,BCL3
EZH2,ZFAND3
EZH2,BTAF1
EZH2,ADAM23
EZH2,NUP210
EZH2,MAML1
EZH2,ZMYND11
EZH2,NCOR1
EZH2,GTF2A1L
EZH2,RBBP4
EZH2,IRF4
EZH2,P4HB
EZH2,HIP1
EZH2,MLXIP
EZH2,ZFP296
EZH2,YEATS2
EZH2,SMURF2
EZH2,GTF3C1
EZH2,PHF20
EZH2,PHC1
EZH2,MKRN1
EZH2,HDGF
EZH2,EED
EZH2,SRSF1
EZH2,ZFP768
EZH2,HDAC5
EZH2,STARD8
EZH2,HMGXB4
EZH2,BRD7
EZH2,MYCN
EZH2,CIC
EZH2,CBX7
EZH2,SMARCAD1
EZH2,MYH9
EZH2,GLIPR2
EZH2,NAA15
EZH2,NFE2L1
EZH2,FUBP3
EZH2,TMF1
EZH2,XRCC6
EZH2,MBD2
EZH2,HMCES
EZH2,EWSR1
EZH2,SLC6A6
EZH2,NID1
EZH2,BNIP3
EZH2,POLR3F
EZH2,ORC2
EZH2,ATP13A3
EZH2,ULK1
EZH2,NFX1
EZH2,SMARCD1
EZH2,THRAP3
EZH2,PLOD1
EZH2,PDK1
EZH2,POLR1C
EZH2,CREB3L2
EZH2,CALU
EZH2,TCF20
EZH2,PCBP2
EZH2,EZH1
EZH2,NRF1
EZH2,RERE
EZH2,TCERG1
EZH2,SMARCA4
EZH2,KLF13
EZH2,ERF
EZH2,TMED2
EZH2,CRAMP1L
EZH2,CNOT8
EZH2,SRSF3
EZH2,TRIM13
EZH2,FN1
EZH2,ARID1A
EZH2,UBP1
EZH2,ITPK1
EZH2,MCM4
EZH2,ATP6V0A1
EZH2,COBL
EZH2,SUZ12
EZH2,HIF3A
EZH2,DNMT1
EZH2,PMM1
EZH2,PARVB
EZH2,SLC26A10
EZH2,TULP3
EZH2,TET2
EZH2,SRRT
EZH2,RBM14
EZH2,POU2F1
EZH2,MITF
EZH2,TCF4
EZH2,RBPJ
EZH2,ANXA5
EZH2,HDAC11
EZH2,KDM5B
EZH2,PDCD4
EZH2,MLLT1
EZH2,UBTF
EZH2,MME
EZH2,MTA3
EZH2,BARD1
EZH2,PREB
EZH2,RELA
EZH2,RFX7
EZH2,ZBTB7A
EZH2,ING1
EZH2,AGAP3
EZH2,RCOR2
EZH2,REST
EZH2,PCBD1
EZH2,MYD88
EZH2,MED31
EZH2,CENPB
EZH2,KEAP1
EZH2,COIL
EZH2,RAD51
EZH2,TIMELESS
EZH2,SMARCB1
EZH2,CTBP1
EZH2,PATZ1
EZH2,FXR2
EZH2,FBLIM1
EZH2,ZBTB39
EZH2,TOP2A
EZH2,SND1
EZH2,POLR2J
EZH2,KPNA2
EZH2,FIZ1
EZH2,AKT1
EZH2,RAD54B
EZH2,PDIA6
EZH2,TADA3
EZH2,FOXO3
EZH2,SMAD7
EZH2,POLR3B
EZH2,RARA
EZH2,KAT2B
EZH2,ZDHHC15
EZH2,AIRE
EZH2,MGST3
EZH2,POLR1B
EZH2,VILL
EZH2,HSPG2
EZH2,SIN3A
EZH2,RUVBL1
EZH2,GTF2I
EZH2,CST3
EZH2,STXBP2
EZH2,GPX3
EZH2,MEN1
EZH2,TTF2
EZH2,TUBB2B
EZH2,TINAGL1
EZH2,TAF6L
EZH2,ESPL1
GABBR1,CTNNBL1
GABBR1,RNF14
GABBR1,TRP53BP1
GABBR1,ANKRD54
GABBR1,SIN3B
GABBR1,CTNNBIP1
GABBR1,GAS6
GABBR1,MCM3
GABBR1,RAD54B
GABBR1,PREB
GABBR1,BARD1
GABBR1,GTF2H4
GABBR1,PDIA6
GABBR1,GNPDA1
GABBR1,ESPL1
GABBR1,ARHGAP29
GABBR1,CST3
GABBR1,YEATS2
GABBR1,COTL1
GABBR1,MAPK8
GABBR1,CREB3L2
GABBR1,AATF
GABBR1,EZH1
GABBR1,PMS1
GABBR1,ATP6V0A1
GABBR1,XRCC5
GABBR1,MAFK
GABBR1,POLR1E
GABBR1,CCNB1
GABBR1,ZFP398
GABBR1,POLR1B
GABBR1,TAF5
GABBR1,TULP3
GABBR1,ANKRD6
GABBR1,TAF6L
GABBR1,MED15
GABBR1,ZHX3
GABBR1,NOTCH2
GABBR1,SHROOM3
GABBR1,TSG101
GABBR1,NFXL1
GABBR1,CDC42SE2
GABBR1,TFRC
GABBR1,SCMH1
GABBR1,MARC2
GABBR1,POLR3F
GABBR1,HDAC5
GABBR1,TRIM13
GABBR1,ME1
GABBR1,SERPINE2
GABBR1,PCBP2
GABBR1,FXR2
GABBR1,P4HA1
GABBR1,HSF2
GABBR1,SMURF1
GABBR1,MITF
